full_name,name,neo,pha,epoch_cal,equinox,e,a,q,i,w,H,ma,ad,n,moid,t_jup,om,per,per_y,class,producer,first_obs,last_obs,diameter,albedo
"399308 (1993 GD)",,Y,N,20120917.0000000,J2000,.2381477629743263,1.102428706380494,.8398877761172987,15.46209034316993,202.0364185121549,20.7,63.12857460775904,1.364969636643689,.8514875528969726,.141528,5.582,201.4853866108167,422.7895038220939,1.15753457583051,APO,"Otto Matic",1993-04-15,2015-04-28,,
"399325 (1999 GY5)",,Y,N,20200531.0000000,J2000,.6147173123438509,1.146350929075683,.4416691669514026,24.43211373439727,232.2076686056985,19.9,131.71685675676,1.851032691199963,.8030224610827241,.0637946,5.213,203.4006803616728,448.306264702245,1.22739565969129,APO,"Otto Matic",1999-04-14,2015-04-24,0.669,0.039
"399433 (2001 YK4)",,Y,N,20200531.0000000,J2000,.776556492866037,2.655928091670388,.593449887498445,4.377918867404928,210.8068768960802,18.6,108.3788045870594,4.71840629584233,.2277086901836243,.0643995,2.857,155.6880073038097,1580.967330274905,4.32845264962329,APO,"Otto Matic",2001-12-23,2015-03-17,1.339,0.021
"399446 (2002 GF1)",,Y,N,20200531.0000000,J2000,.4015598251031218,2.068082292644603,1.237623528911373,1.821560334932713,154.6867174052506,20.5,26.08864601361552,2.898541056377832,.3313998822187542,.229793,3.670,66.7669479034637,1086.300929227148,2.97412985414688,AMO,"Otto Matic",2002-04-02,2017-08-16,,
"399457 (2002 PD43)",,Y,Y,20200531.0000000,J2000,.9559445715373847,2.508110422157719,.1104958792797094,26.03057883777915,210.8400177504343,19.1,186.7001909834129,4.905724965035729,.248132753354382,.0288527,2.441,315.1335049577747,1450.836276683916,3.97217324211887,APO,"Otto Matic",2002-08-07,2018-08-18,,
"399611 (2004 BE11)",,Y,N,20200531.0000000,J2000,.1658659301861955,1.251867409667162,1.044225257292935,15.24885119054597,37.94591977001884,19.2,190.0127137051495,1.459509562041389,.7036660107366148,.0846717,5.090,138.275009441631,511.60635089244,1.40070185049265,AMO,"Otto Matic",2004-01-18,2018-06-21,,
"399774 (2005 NB7)",,Y,Y,20200531.0000000,J2000,.5170881896718946,2.044708900245103,.9874140766113521,12.69276615836514,348.192316454304,18.7,57.75366437064412,3.102003723878854,.3370985176769941,.00695861,3.592,199.1936392630304,1067.937060301612,2.92385232115431,APO,"Otto Matic",2001-12-18,2017-09-16,,
"401446 (2013 CY135)",,N,N,20200531.0000000,J2000,.04191941053663113,5.212499571656161,4.993994662189892,24.25465048151733,276.9542949965158,13.6,330.0832338046633,5.43100448112243,.0828199617248522,4.10226,2.822,117.2254848270788,4346.778149886213,11.9008299791546,TJN,"Otto Matic",2010-01-27,2019-09-24,,
"401856 (2000 KW43)",,Y,Y,20200531.0000000,J2000,.4780579588867539,1.452339355176923,.7580369674301386,24.2761545207977,63.53020271096091,20.2,197.7601853359405,2.146641742923707,.5631212483927486,.046066,4.429,82.68398941402118,639.2939371893816,1.75029140914273,APO,"Otto Matic",2000-05-29,2014-07-01,,
"401857 (2000 PG3)",,Y,N,20200531.0000000,J2000,.8557190758851477,2.824219849055536,.4074810497252414,22.01816521519782,141.1683243623742,16.0,33.18525120347513,5.240958648385831,.207661660511429,.210354,2.549,323.6168799196386,1733.589142614926,4.74630839867194,APO,"Otto Matic",2000-08-01,2019-10-22,4.2,0.046
"401885 (2001 RV17)",,Y,N,20200531.0000000,J2000,.3423999889847314,.9145193347330084,.6013879245941025,7.524326602321237,4.529049595527384,20.5,354.0230324386683,1.227650744871914,1.12697617862792,.0976008,6.471,153.9134494606969,319.4388726461776,0.874575968914928,ATE,"Otto Matic",2001-09-01,2015-10-24,,
"401925 (2002 AT15)",,Y,N,20200531.0000000,J2000,.4750190419828914,1.894156251965521,.9943959637909549,36.38207889654339,266.4749078592274,18.3,50.10619765072516,2.793916540140087,.3780770983661078,.311806,3.602,108.4318299755201,952.1867406298094,2.60694521733007,APO,"Otto Matic",2002-01-12,2019-05-30,,
"401954 (2002 RW25)",,Y,Y,20200531.0000000,J2000,.2865160320164991,.8247517170041962,.5884471276493594,1.3492830854277,72.12448357754135,18.8,84.6435953020198,1.061056306359033,1.315888923822718,.0165646,7.072,91.97027091838324,273.5793222988634,0.74901936289901,ATE,"Otto Matic",2002-09-05,2017-10-16,,
"401998 (2003 MO)",,Y,N,20200531.0000000,J2000,.8757621699099896,1.969678064480997,.2447085287070107,21.43387545874257,164.630285213886,18.4,30.90014245298319,3.694647600254983,.3565424146191336,.217889,3.195,240.086143355508,1009.69754295449,2.7644012127433,APO,"Otto Matic",2003-06-22,2014-07-15,,
"402267 (2005 QE166)",,Y,N,20200531.0000000,J2000,.5288205775737891,2.749875259158298,1.295684636354334,12.95374199434565,234.4139865548395,17.0,63.25470673507791,4.204065881962262,.2161397194507325,.360011,3.095,188.8322046378019,1665.58928139101,4.56013492509517,AMO,"Otto Matic",2002-04-03,2020-03-04,,
"403039 (2008 AE)",,Y,N,20200531.0000000,J2000,.1308909769375265,1.276244577878422,1.109195678268694,11.57157181659888,26.89384914252208,19.7,181.4727450493565,1.44329347748815,.6836018177887834,.132764,5.039,132.1420000343752,526.6223562197013,1.44181343249747,AMO,"Otto Matic",2001-08-22,2018-02-27,,
"403144 (2008 ED162)",,N,N,20200531.0000000,J2000,.08110722793616279,5.138855089890866,4.722056798784177,7.141692053769713,231.4959360293847,13.9,244.0066898652639,5.555653380997555,.08460665341983202,3.71743,2.978,102.0029676205676,4254.98451302194,11.649512698212,TJN,"Otto Matic",2005-01-08,2019-02-05,,
"403247 (2008 XO2)",,Y,N,20200531.0000000,J2000,.3171285106967933,1.686286682218351,1.151517098078608,9.472177645195504,197.0592922083853,19.2,291.8156139933617,2.221056266358094,.4500978710549143,.147025,4.151,39.07819458960699,799.8260448472064,2.18980436645368,AMO,"Otto Matic",2008-12-05,2019-12-23,,
"403775 (2011 HS4)",,Y,Y,20200531.0000000,J2000,.6800911843670959,.9383092339178617,.3001733957200807,5.463268757549287,314.2780600998871,21.0,92.32524583621445,1.576445072115643,1.084388962704439,.00583786,6.165,117.5042585255541,331.9841979045684,0.908923197548442,ATE,"Otto Matic",2002-06-01,2014-07-03,,
"403913 (2011 YQ56)",,N,N,20200531.0000000,J2000,.03763378423301951,5.179258004540606,4.984342926310585,5.521072796409754,291.6011378166492,13.9,335.9637497280834,5.374173082770626,.08361857362190694,3.99501,2.989,99.8993342994896,4305.263584473352,11.7871692935615,TJN,"Otto Matic",2003-04-07,2019-09-25,,
"404108 (2012 SF51)",,Y,N,20200531.0000000,J2000,.6878339860782829,2.502032704238567,.7810495759839278,20.80058804127549,156.6373703537111,15.3,254.8751359847359,4.223015832493206,.2490374155912772,.167056,3.021,1.143472470981335,1445.565916853377,3.95774378330836,APO,"Otto Matic",1992-09-23,2019-09-28,,
"404683 (2014 HJ170)",,N,N,20200531.0000000,J2000,.1010234310433488,5.209987183275189,4.683656402328856,9.399592499445486,321.8451092640599,14.1,305.7263846006466,5.736317964221521,.08287987578560368,3.70369,2.963,103.0041937538902,4343.635853548569,11.8922268406532,TJN,"Otto Matic",2000-01-05,2019-10-24,,
"405189 (2003 BO1)",,Y,N,20200531.0000000,J2000,.08049214247226885,1.328570455581001,1.221630973185927,13.69617281816722,2.779354489474311,20.6,104.3642105163996,1.435509937976074,.6436165279603473,.234658,4.895,140.8083798567169,559.3392716946811,1.53138746528318,AMO,"Otto Matic",2003-01-14,2017-07-27,,
"405212 (2003 QC10)",,Y,Y,20200531.0000000,J2000,.73146236518295,1.373586964891787,.3688597947675707,5.037033009988465,120.7631547285881,18.0,118.1082433622348,2.378314135016004,.6122373671699822,.00155909,4.486,.05606190101323858,588.0072326589128,1.60987606477457,APO,"Otto Matic",2003-08-22,2019-10-01,,
"405427 (2004 ST9)",,Y,N,20200531.0000000,J2000,.4381361633031105,2.245861485540925,1.2618683509558,12.23094461058199,60.10839901150887,18.0,309.9102088471714,3.229854620126051,.292839477111769,.313662,3.471,195.0333848497723,1229.342449148677,3.36575619205661,AMO,"Otto Matic",2004-09-17,2020-01-27,,
"405562 (2005 OJ3)",,Y,N,20200531.0000000,J2000,.5432459550434876,2.701472847885206,1.233908650611757,4.508736113280171,155.9153813781623,18.0,86.35357371163212,4.169037045158655,.2219745394531082,.24341,3.132,238.3391346141847,1621.807622112668,4.44026727477801,AMO,"Otto Matic",2004-05-24,2020-02-15,,
"405762 (2005 YO180)",,Y,Y,20200531.0000000,J2000,.4482640306143065,1.480533570247235,.81686362458842,5.77166346734061,87.71014003696929,20.3,26.43657151636843,2.14420351590605,.5471125601703678,.0374977,4.463,7.755335246738756,657.9998819400125,1.80150549470229,APO,"Otto Matic",2004-04-08,2015-05-24,,
"406213 (2007 AB2)",,Y,Y,20200531.0000000,J2000,.5451766572593687,1.917967098118761,.8723362068329232,1.46000921217834,280.8029867210977,20.3,32.25418287384062,2.963597989404599,.3710584659372442,.0132308,3.731,127.0259321336306,970.1975107633996,2.65625601851718,APO,"Otto Matic",2007-01-10,2015-03-10,,
"406732 (2008 GS101)",,N,N,20200531.0000000,J2000,.05457655386723174,5.238897772648317,4.952976786154457,30.33719862421885,236.9285374688371,13.7,302.3526238045754,5.524818759142179,.08219477061192929,4.00714,2.723,46.56596866185114,4379.840679885682,11.9913502529382,TJN,"Otto Matic",2001-10-25,2019-04-27,11.596,0.043
"406952 (2009 KJ)",,Y,N,20200531.0000000,J2000,.7174635592381396,1.240909381991933,.3506021200960004,32.96046906569737,67.1056447796505,17.2,29.30810445023285,2.131216643887865,.7130072925086987,.0884627,4.764,12.51348984463055,504.9036717890343,1.3823509152335,APO,"Otto Matic",2009-05-16,2016-04-26,0.772,0.429
"407324 (2010 OB101)",,Y,N,20200531.0000000,J2000,.5221867153512617,1.616947712345469,.7725990975410516,9.121104779650924,334.3560447686469,20.7,317.0604204010097,2.461296327149886,.479358143304451,.111321,4.157,260.9611229191781,751.0042439632782,2.05613756047441,APO,"Otto Matic",2010-07-18,2014-08-25,0.281,0.141
"407338 (2010 RQ30)",,Y,N,20200531.0000000,J2000,.4763366958817594,1.583579442815284,.829262443358374,4.923455670649343,7.837195842344103,18.2,194.2959014205128,2.337896442272194,.4945888152441036,.0644699,4.252,137.4564980676631,727.8773577245626,1.99281959678183,APO,"Otto Matic",2002-09-14,2019-07-25,,
"407653 (2011 QF3)",,Y,N,20200531.0000000,J2000,.5127387240800478,2.052963433823405,1.000329582181799,9.768666115362395,315.4220729355042,17.0,247.3887607545375,3.105597285465011,.3350674595072167,.0712982,3.597,172.6189200249779,1074.410509840172,2.94157566006892,APO,"Otto Matic",1979-12-19,2019-06-08,,
"407656 (2011 SL102)",,Y,N,20200531.0000000,J2000,.4906931566573973,2.203319935873078,1.122165921413343,10.00486074987654,51.78182952562879,18.2,201.9418533858397,3.284473950332813,.301361471561036,.187391,3.478,59.53604339517747,1194.578716832048,3.27057828016988,AMO,"Otto Matic",2001-10-15,2014-08-26,,
"408609 (2013 RA73)",,N,N,20200531.0000000,J2000,.06482603192584691,5.247244381399225,4.907086349607918,13.45597536950821,175.8780212740549,13.7,206.2233185593417,5.587402413190532,.08199873208633734,3.90758,2.941,195.8701430151391,4390.311787028026,12.02001858187,TJN,"Otto Matic",2001-10-18,2019-04-25,,
"408751 (1987 SF3)",,Y,N,20200531.0000000,J2000,.5344473384925811,2.251983661637965,1.048416987346777,3.346538970756924,134.5693169476078,19.0,253.6461039672967,3.455550335929153,.2916461319834876,.0547238,3.421,186.99786941043,1234.372619830879,3.37952804881829,AMO,"Otto Matic",1987-09-26,2014-12-18,0.399,0.278
"408752 (1991 TB2)",,Y,N,20200531.0000000,J2000,.792654891089919,2.044988592590187,.4240183824504855,7.943973750279509,199.3436682553363,16.8,258.8890862764043,3.665958802729888,.3370293627794494,.110907,3.302,291.9428475255771,1068.156189808253,2.92445226504655,APO,"Otto Matic",1991-09-15,2019-07-29,,
"408792 (2000 GF2)",,Y,Y,20200531.0000000,J2000,.3775746049229303,1.340632583041676,.8344437651529076,9.631014501941014,108.0775270922127,20.5,308.1066044295446,1.846821400930444,.634949840346349,.0111714,4.808,176.0348742893971,566.9739200243426,1.55228999322202,APO,"Otto Matic",2000-04-03,2020-02-21,,
"408869 (2001 SD348)",,Y,N,20200531.0000000,J2000,.3285302423516366,1.885181269714041,1.265842210298121,14.38375714610144,89.46903848296142,19.0,117.7205515749661,2.50452032912996,.3807802368416595,.377824,3.862,202.8249505295999,945.427218035214,2.58843865307382,AMO,"Otto Matic",2001-07-10,2019-10-29,,
"408980 (2002 RB126)",,Y,N,20200531.0000000,J2000,.7223722082598527,1.429642132042043,.3969083880975084,15.04535335619762,224.895961899793,18.6,163.1932455065072,2.462375875986577,.5765846365413696,.082241,4.340,6.92718542239817,624.3662719829862,1.70942168920735,APO,"Otto Matic",2002-09-11,2019-11-26,,
"408982 (2002 SP)",,Y,N,20200531.0000000,J2000,.6004290274296655,.9046101253116241,.3614559475677378,20.84888566428844,169.4058040169589,20.6,95.20250038759255,1.447764303055511,1.145544348655394,.19544,6.375,350.8951537316282,314.2610763368153,0.860399935213731,ATE,"Otto Matic",2002-09-21,2014-10-23,,
"409204 (2003 WX25)",,Y,N,20200531.0000000,J2000,.5831185805014392,2.907226302293604,1.21196862770371,23.95936860349974,39.38011397544887,18.7,109.3076046293577,4.602483976883498,.1988317867445451,.28948,2.900,40.04840505786778,1810.57569262062,4.95708608520361,AMO,"Otto Matic",2003-11-21,2019-03-25,,
"409256 (2004 HO1)",,Y,N,20200531.0000000,J2000,.5210741501550139,2.20609708717059,1.056556922313723,25.77391829863673,265.1078186089677,18.2,296.7359593548524,3.355637252027456,.3007925961296854,.33202,3.360,43.39375892689991,1196.83796952498,3.27676377693355,AMO,"Otto Matic",2004-04-19,2017-06-08,1.887,0.026
